Artist Name,Track Name,Popularity,unique_songs
Nattali Rize,Indestructible,41,Indestructible Nattali Rize
Yehuda Poliker,האור בקצה,35,האור בקצה Yehuda Poliker
The Cold Stares,Head Bent,33,Head Bent The Cold Stares
My Chemical Romance,Teenagers,79,Teenagers My Chemical Romance
Chris Cornell,Get It While You Can,40,Get It While You Can Chris Cornell
Shalom Hanoch,זה לא נח,22,זה לא נח Shalom Hanoch
All Them Witches,The Children of Coyote Woman,46,The Children of Coyote Woman All Them Witches
Joan Baez,Oh Happy Day - Live At The Woodstock Music & Art Fair / 1969,29,Oh Happy Day - Live At The Woodstock Music & Art Fair / 1969 Joan Baez
Mark Knopfler,Sailing To Philadelphia,57,Sailing To Philadelphia Mark Knopfler
Jake Bugg,Country Song,41,Country Song Jake Bugg
Stevie Nicks,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster,61,Stop Draggin' My Heart Around (with Tom Petty and The Heartbreakers) - 2016 Remaster Stevie Nicks
Jimi Hendrix,Are You Experienced?,49,Are You Experienced? Jimi Hendrix
YUNGBLUD,superdeadfriends,54,superdeadfriends YUNGBLUD
Sevendust,Angel's Son,44,Angel's Son Sevendust
Shalom Hanoch,לעולם לא אעזוב אותך עוד,18,לעולם לא אעזוב אותך עוד Shalom Hanoch
Bauhaus,Stigmata Martyr,42,Stigmata Martyr Bauhaus
Kadavar,Black Sun,39,Black Sun Kadavar
Yehudit Ravitz,חוזרת,13,חוזרת Yehudit Ravitz
Moose Blood,It's Too Much,50,It's Too Much Moose Blood
Ehud Banai,אבא תן לי יד,22,אבא תן לי יד Ehud Banai
Heart,Dreamboat Annie,49,Dreamboat Annie Heart
Samiam,Factory,23,Factory Samiam
TOTO,99,53,99 TOTO
The GOASTT (The Ghost Of A Saber Tooth Tiger),Animals,33,Animals The GOASTT (The Ghost Of A Saber Tooth Tiger)
Korin Allal,פירמידות,10,פירמידות Korin Allal
Citizen Cope,Bullet and a Target,56,Bullet and a Target Citizen Cope
Siiickbrain,Power (feat. Pussy Riot),47,Power (feat. Pussy Riot) Siiickbrain
Temple Of The Dog,Hunger Strike - 25th Anniversary Mix,60,Hunger Strike - 25th Anniversary Mix Temple Of The Dog
Umphrey's McGee,"In the Kitchen, Pt. 1 (Live)",24,"In the Kitchen, Pt. 1 (Live) Umphrey's McGee"
Incredible String Band,This Moment,17,This Moment Incredible String Band
The 1975,She Lays Down,49,She Lays Down The 1975
Tower Of Power,What Is Hip?,54,What Is Hip? Tower Of Power
Rival Sons,Keep On Swinging,50,Keep On Swinging Rival Sons
Soundgarden,Rusty Cage,63,Rusty Cage Soundgarden
Breezer,Alive,18,Alive Breezer
The Beaches,Give It Up,41,Give It Up The Beaches
Howard,Quicklime,13,Quicklime Howard
GRAZER,Nostalgia Seed,35,Nostalgia Seed GRAZER
Thrice,Deadbolt,49,Deadbolt Thrice
Sorry Ghost,Like a Thief,35,Like a Thief Sorry Ghost
Cody Frost,verbal warnings,43,verbal warnings Cody Frost
Rick Wakeman,Catherine Of Aragon,39,Catherine Of Aragon Rick Wakeman
The Beatles,I Want To Hold Your Hand - Remastered 2015,72,I Want To Hold Your Hand - Remastered 2015 The Beatles
The Kooks,Seaside,64,Seaside The Kooks
Infectious Grooves,Lock It In The Pocket,34,Lock It In The Pocket Infectious Grooves
Kasabian,Wasted,53,Wasted Kasabian
Cake,Love You Madly,57,Love You Madly Cake
Pale Waves,You Don't Own Me,50,You Don't Own Me Pale Waves
Duran Duran,Hungry Like the Wolf - 2009 Remaster,73,Hungry Like the Wolf - 2009 Remaster Duran Duran
Sacropolis,The Sinner,28,The Sinner Sacropolis
Coheed and Cambria,A Favor House Atlantic,59,A Favor House Atlantic Coheed and Cambria
Narrow Head,Cool in Motion,42,Cool in Motion Narrow Head
Tropidelic,Cali,45,Cali Tropidelic
Here Lies Man,Animal Noises,36,Animal Noises Here Lies Man
Pearl Jam,Yellow Ledbetter,70,Yellow Ledbetter Pearl Jam
Bruce Hornsby,The Way It Is,70,The Way It Is Bruce Hornsby
My Kid Brother,Good News,38,Good News My Kid Brother
Of Mice & Men,The Calm,39,The Calm Of Mice & Men
Guns N' Roses,It's So Easy,59,It's So Easy Guns N' Roses
Crime & the City Solution,Six Bells Chime,34,Six Bells Chime Crime & the City Solution
Highly Suspect,My Name Is Human,52,My Name Is Human Highly Suspect
Shlomo Artzi,אהבתה של תרזה דימון,20,אהבתה של תרזה דימון Shlomo Artzi
Country Joe & The Fish,Rock And Soul Music,27,Rock And Soul Music Country Joe & The Fish
Them Crooked Vultures,No One Loves Me and Neither Do I,54,No One Loves Me and Neither Do I Them Crooked Vultures
Hyro The Hero,Bullet - Single Version,51,Bullet - Single Version Hyro The Hero
OurR,Well,19,Well OurR
Creedence Clearwater Revival,Bad Moon Rising,78,Bad Moon Rising Creedence Clearwater Revival
jackie,Unspun,38,Unspun jackie
Fortisakharof,ניצוצות,42,ניצוצות Fortisakharof
The Rolling Stones,Ventilator Blues,44,Ventilator Blues The Rolling Stones
The Knocks,All About You (feat. Foster The People),61,All About You (feat. Foster The People) The Knocks
Mashina,את באה לבקר,25,את באה לבקר Mashina
The Thermals,Here's Your Future,42,Here's Your Future The Thermals
The Smashing Pumpkins,The Colour Of Love,53,The Colour Of Love The Smashing Pumpkins
Aviv Geffen,האם להיות בך מאוהב,34,האם להיות בך מאוהב Aviv Geffen
The Black Crowes,She Talks to Angels,67,She Talks to Angels The Black Crowes
Biffy Clyro,Wolves of Winter,49,Wolves of Winter Biffy Clyro
Pandamic,Bus,37,Bus Pandamic
Deftones,Change (In the House of Flies) - Acoustic; 2005 Remaster,41,Change (In the House of Flies) - Acoustic; 2005 Remaster Deftones
Mumford & Sons,Monster,49,Monster Mumford & Sons
Weezer,Troublemaker,38,Troublemaker Weezer
Fear,Let's Have A War,37,Let's Have A War Fear
Dorothy,Flawless,46,Flawless Dorothy
The Dead Deads,In for Blood,35,In for Blood The Dead Deads
The Big Bopper,Chantilly Lace,56,Chantilly Lace The Big Bopper
The Clash,Straight to Hell - Remastered,57,Straight to Hell - Remastered The Clash
The Black Keys,Your Touch,61,Your Touch The Black Keys
Foo Fighters,The Sky Is A Neighborhood,65,The Sky Is A Neighborhood Foo Fighters
Amber Run,Neon Circus,38,Neon Circus Amber Run
Harlea,Miss Me,25,Miss Me Harlea
Cold Reading,Books & Comfort,0,Books & Comfort Cold Reading
Genesis,Follow You Follow Me - Remastered 2007,63,Follow You Follow Me - Remastered 2007 Genesis
Adam Jensen,Trouble,48,Trouble Adam Jensen
Steve Miller Band,Winter Time,25,Winter Time Steve Miller Band
Eagles,Take It to the Limit - 2013 Remaster,66,Take It to the Limit - 2013 Remaster Eagles
Barns Courtney,Golden Dandelions - Acoustic,52,Golden Dandelions - Acoustic Barns Courtney
U2,Bullet The Blue Sky,54,Bullet The Blue Sky U2
Crown Lands,Waterfall,34,Waterfall Crown Lands
Sad Night Dynamite,Krunk - LARRY PINK THE HUMAN Remix,34,Krunk - LARRY PINK THE HUMAN Remix Sad Night Dynamite
SE SO NEON,A Long Dream 긴 꿈,47,A Long Dream 긴 꿈 SE SO NEON
Motionless In White,Another Life,71,Another Life Motionless In White
Stereophonics,Have A Nice Day,65,Have A Nice Day Stereophonics
Bon Jovi,Lay Your Hands On Me,51,Lay Your Hands On Me Bon Jovi
Fortisakharof,נעליים,26,נעליים Fortisakharof
Ghost Funk Orchestra,Seven Eight,36,Seven Eight Ghost Funk Orchestra
DENM,My Wave,58,My Wave DENM
Paul McCartney,Find My Way,50,Find My Way Paul McCartney
Bob Seger,Against The Wind,66,Against The Wind Bob Seger
The Damned,The Shadow Of Love,37,The Shadow Of Love The Damned
Bon Jovi,Prayer 94,40,Prayer 94 Bon Jovi
Emarosa,The Past Should Stay Dead,49,The Past Should Stay Dead Emarosa
Sum 41,The Hell Song,65,The Hell Song Sum 41
underscores,Spoiled little brat,52,Spoiled little brat underscores
Red Hot Chili Peppers,Show Me Your Soul,43,Show Me Your Soul Red Hot Chili Peppers
Frightened Rabbit,Holy,44,Holy Frightened Rabbit
The Doors,Roadhouse Blues - New Stereo Mix,47,Roadhouse Blues - New Stereo Mix The Doors
Diles que no me maten,Pachuca,24,Pachuca Diles que no me maten
Nirvana,School,59,School Nirvana
American Authors,Pocket Full Of Gold,60,Pocket Full Of Gold American Authors
The Presidents Of The United States Of America,Video Killed The Radio Star,46,Video Killed The Radio Star The Presidents Of The United States Of America
Dire Straits,Wild West End,54,Wild West End Dire Straits
Deep Purple,Nothing at All,40,Nothing at All Deep Purple
Rise Against,People Live Here,53,People Live Here Rise Against
Guitar Tom and the High Cats,Favourite Song,36,Favourite Song Guitar Tom and the High Cats
Shungudzo,White parents,0,White parents Shungudzo
Toots & The Maytals,54-46 Was My Number,58,54-46 Was My Number Toots & The Maytals
Ready For Mars,O.E.,22,O.E. Ready For Mars
Disturbed,Hold on to Memories,54,Hold on to Memories Disturbed
TOTO,Rosanna,72,Rosanna TOTO
Dory-Loup,Nobody Likes You When You're 23,11,Nobody Likes You When You're 23 Dory-Loup
Def Leppard,Two Steps Behind - String / Acoustic Version,58,Two Steps Behind - String / Acoustic Version Def Leppard
Carl Perkins,"Gone, Gone, Gone",24,"Gone, Gone, Gone Carl Perkins"
Dudu Tassa,בסוף מתרגלים להכל,42,בסוף מתרגלים להכל Dudu Tassa
Holy Wars,TV DINNER,35,TV DINNER Holy Wars
The Jealous Sound,Hope For Us,34,Hope For Us The Jealous Sound
Jet,Are You Gonna Be My Girl - Acoustic,52,Are You Gonna Be My Girl - Acoustic Jet
Love,The Red Telephone,46,The Red Telephone Love
Jerry Garcia Band,The Harder They Come (feat. Béla Fleck) - Live,20,The Harder They Come (feat. Béla Fleck) - Live Jerry Garcia Band
U2,Landlady,49,Landlady U2
Creeper,All My Friends,36,All My Friends Creeper
Red Hot Chili Peppers,Parallel Universe,63,Parallel Universe Red Hot Chili Peppers
Uncut,Gold Digger Woman,14,Gold Digger Woman Uncut
Iration,DJs,47,DJs Iration
Disturbed,A Reason to Fight,61,A Reason to Fight Disturbed
Infectious Grooves,Please Excuse This Funk Up,40,Please Excuse This Funk Up Infectious Grooves
Poison,Every Rose Has Its Thorn - Remastered 2003,72,Every Rose Has Its Thorn - Remastered 2003 Poison
Bush,Glycerine - Acoustic,50,Glycerine - Acoustic Bush
Whitesnake,Here I Go Again - 2018 Remaster,70,Here I Go Again - 2018 Remaster Whitesnake
Beau,Dance With Me,36,Dance With Me Beau
The Velvet Underground,Sweet Jane - Full Length Version; 2015 Remaster,63,Sweet Jane - Full Length Version; 2015 Remaster The Velvet Underground
Shlomo Artzi,כרטיס ללונה פארק,23,כרטיס ללונה פארק Shlomo Artzi
Arik Einstein,למה לי לקחת ללב - שבלול - רימאסטרינג,31,למה לי לקחת ללב - שבלול - רימאסטרינג Arik Einstein
Idan Raichel,למה זה מגיע לנו,37,למה זה מגיע לנו Idan Raichel
Phafner,Plea From The Soul,33,Plea From The Soul Phafner
Moose Blood,Honey,42,Honey Moose Blood
Crooked Teeth,Beg,44,Beg Crooked Teeth
Harvey Danger,"Wine, Women and Song",41,"Wine, Women and Song Harvey Danger"
Circa Waves,Saviour,28,Saviour Circa Waves
Alkaline Trio,Radio,55,Radio Alkaline Trio
Grimes,Violence - REZZ Remix,59,Violence - REZZ Remix Grimes
Dashboard Confessional,We Fight,43,We Fight Dashboard Confessional
Warren Zevon,"Lawyers, Guns and Money - 2007 Remaster",61,"Lawyers, Guns and Money - 2007 Remaster Warren Zevon"
Paramore,Brick by Boring Brick,57,Brick by Boring Brick Paramore
Evan And Jaron,Crazy for This Girl,52,Crazy for This Girl Evan And Jaron
Bloody Knees,Spinning,21,Spinning Bloody Knees
Los Espiritus,Todo Bien,41,Todo Bien Los Espiritus
Frances Lion,Self Control,18,Self Control Frances Lion
Red Hot Chili Peppers,Fight Like A Brave,42,Fight Like A Brave Red Hot Chili Peppers
Tora Tora,Blue Tommorrow,20,Blue Tommorrow Tora Tora
Rusted Root,Send Me On My Way,73,Send Me On My Way Rusted Root
Architects,Meteor,58,Meteor Architects
Sonic Youth,I Love You Mary Jane,45,I Love You Mary Jane Sonic Youth
Greta Van Fleet,Built By Nations,67,Built By Nations Greta Van Fleet
Evolution Empire,Fist of God,0,Fist of God Evolution Empire
3 Doors Down,Here Without You,75,Here Without You 3 Doors Down
Paul Simon,Father and Daughter,54,Father and Daughter Paul Simon
"Crosby, Stills & Nash",Helplessly Hoping - 2005 Remaster,65,"Helplessly Hoping - 2005 Remaster Crosby, Stills & Nash"
Benton Falls,All These Things,29,All These Things Benton Falls
KALEO,Alter Ego,54,Alter Ego KALEO
Blondie,Shayla - Remastered,40,Shayla - Remastered Blondie
Whitesnake,"All I Want, All I Need - 2020 Remix",30,"All I Want, All I Need - 2020 Remix Whitesnake"
Wild Wax Combo,Lip Lickin' Lou,33,Lip Lickin' Lou Wild Wax Combo
Shlomo Artzi,נבראתי לך,33,נבראתי לך Shlomo Artzi
Tori Forsyth,Be Here,30,Be Here Tori Forsyth
Dispatch,Only the Wild Ones,63,Only the Wild Ones Dispatch
Mr. Big,Wild World - 2009 Remastered Version,63,Wild World - 2009 Remastered Version Mr. Big
Toadies,Possum Kingdom,64,Possum Kingdom Toadies
Mac Curtis,That Ain't Nothin' but Right,23,That Ain't Nothin' but Right Mac Curtis
Francis of Delirium,Let It All Go,33,Let It All Go Francis of Delirium
Widespread Panic,And It Stoned Me,44,And It Stoned Me Widespread Panic
Harry Chapin,Cat's in the Cradle,66,Cat's in the Cradle Harry Chapin
Cage The Elephant,In One Ear,59,In One Ear Cage The Elephant
Jean-Luc Ponty,The Trans-Love Express,34,The Trans-Love Express Jean-Luc Ponty
Dor Hamabul,רוצה דם,19,רוצה דם Dor Hamabul
Muse,New Born,59,New Born Muse
Fear Factory,Cars,0,Cars Fear Factory
Johnny Cash,Hurt,75,Hurt Johnny Cash
Refused,Refused Are Fucking Dead,33,Refused Are Fucking Dead Refused
Grateful Dead,High Time - 2013 Remaster,44,High Time - 2013 Remaster Grateful Dead
Mudhoney,Suck You Dry - 2008 Remaster,46,Suck You Dry - 2008 Remaster Mudhoney
The Pale White,Medicine,42,Medicine The Pale White
10cc,The Things We Do For Love,64,The Things We Do For Love 10cc
Seven Mary Three,Cumbersome,64,Cumbersome Seven Mary Three
Avenged Sevenfold,Roman Sky,45,Roman Sky Avenged Sevenfold
Yonder Mountain String Band,Dancing in the Moonlight,53,Dancing in the Moonlight Yonder Mountain String Band
Derek & The Dominos,Layla - 40th Anniversary Version / 2010 Remastered,1,Layla - 40th Anniversary Version / 2010 Remastered Derek & The Dominos
Zero 9:36,Come Thru,51,Come Thru Zero 9:36
Michael Chapman,Sometimes You Just Drive,17,Sometimes You Just Drive Michael Chapman
Far,Pony,43,Pony Far
Gun,Better Days,42,Better Days Gun
Dudu Tassa,גרמניה,20,גרמניה Dudu Tassa
Van Halen,Panama - 2004 Remaster,33,Panama - 2004 Remaster Van Halen
Royal Blood,"Hook, Line & Sinker",57,"Hook, Line & Sinker Royal Blood"
Albert Lee & Hogan's Heroes,Back In The USA,40,Back In The USA Albert Lee & Hogan's Heroes
Eviatar Banai,לשונות של אש,25,לשונות של אש Eviatar Banai
Fall Out Boy,Beat It - Studio Version,54,Beat It - Studio Version Fall Out Boy
Yes,Owner Of A Lonely Heart,70,Owner Of A Lonely Heart Yes
Dishwalla,Counting Blue Cars (Tell Me Your Thoughts On God),58,Counting Blue Cars (Tell Me Your Thoughts On God) Dishwalla
Deep Purple,Throw My Bones,38,Throw My Bones Deep Purple
Allman Brothers Band,"Statesboro Blues - Live at Fillmore West, San Francisco, CA 1/30/71",18,"Statesboro Blues - Live at Fillmore West, San Francisco, CA 1/30/71 Allman Brothers Band"
Alphataurus,La mente vola,33,La mente vola Alphataurus
Netanela,לא דיברנו עוד,16,לא דיברנו עוד Netanela
New Found Glory,Kiss Me,48,Kiss Me New Found Glory
A Place To Bury Strangers,End of the Night,40,End of the Night A Place To Bury Strangers
Van Morrison,Latest Record Project,44,Latest Record Project Van Morrison
Rob Thomas,Her Diamonds,62,Her Diamonds Rob Thomas
Shlomo Artzi,אחרי הכל את שיר,28,אחרי הכל את שיר Shlomo Artzi
COUNTERFEIT.,Enough,35,Enough COUNTERFEIT.
Airways,Reckless Tongue,52,Reckless Tongue Airways
Jimi Hendrix,"Hey Joe - Live at The Woodstock Music & Art Fair, August 18, 1969",39,"Hey Joe - Live at The Woodstock Music & Art Fair, August 18, 1969 Jimi Hendrix"
Ehud Banai,בגלגול אחר,17,בגלגול אחר Ehud Banai
DYLYN,Let You,30,Let You DYLYN
Dream Wife,Old Flame,32,Old Flame Dream Wife
Train,Ramble On,41,Ramble On Train
The Used,Cathedral Bell,38,Cathedral Bell The Used
U2,Sunday Bloody Sunday - Remastered 2008,72,Sunday Bloody Sunday - Remastered 2008 U2
Genesis,That's All - 2007 Remaster,62,That's All - 2007 Remaster Genesis
Blue Öyster Cult,Veteran of the Psychic Wars,49,Veteran of the Psychic Wars Blue Öyster Cult
Ty Segall,Hit It and Quit It,36,Hit It and Quit It Ty Segall
The Yardbirds,For Your Love,58,For Your Love The Yardbirds
Huey Lewis & The News,The Power Of Love,74,The Power Of Love Huey Lewis & The News
American Authors,Luck,53,Luck American Authors
Santana,Into the Night (feat. Chad Kroeger),60,Into the Night (feat. Chad Kroeger) Santana
grandson,Identity,52,Identity grandson
The Pretty Reckless,Make Me Wanna Die - Acoustic Version,37,Make Me Wanna Die - Acoustic Version The Pretty Reckless
The Heavy,Turn Up,43,Turn Up The Heavy
Orleans,Still the One,64,Still the One Orleans
Jawbreaker,Accident Prone,47,Accident Prone Jawbreaker
Airways,Out Of Luck,39,Out Of Luck Airways
Jerry Lee Lewis,Whole Lotta Shakin' Goin' On,47,Whole Lotta Shakin' Goin' On Jerry Lee Lewis
Puppy,Serotonin,27,Serotonin Puppy
A Tribe Called Quest,We The People....,55,We The People.... A Tribe Called Quest
The XCERTS,Feels Like Falling in Love - Alternate Version,39,Feels Like Falling in Love - Alternate Version The XCERTS
Muse,Citizen Erased (XX Anniversary RemiXX),20,Citizen Erased (XX Anniversary RemiXX) Muse
ZZ Top,Cheap Sunglasses,48,Cheap Sunglasses ZZ Top
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),72,My Songs Know What You Did In The Dark (Light Em Up) Fall Out Boy
Bandit Bandit,Maux,33,Maux Bandit Bandit
Oshik Levi,יונתן סע הביתה,33,יונתן סע הביתה Oshik Levi
HELLYEAH,Human,45,Human HELLYEAH
3 Doors Down,In The Dark,51,In The Dark 3 Doors Down
Giant Rooks,Wild Stare,50,Wild Stare Giant Rooks
black midi,953,46,953 black midi
Oren Barzilay,אחלום לנצח - אקוסטי,23,אחלום לנצח - אקוסטי Oren Barzilay
Crossfade,The Unknown,45,The Unknown Crossfade
Tom Petty,You Don't Know How It Feels,66,You Don't Know How It Feels Tom Petty
Jimi Hendrix,Little Wing,71,Little Wing Jimi Hendrix
Deftones,Change (In the House of Flies),68,Change (In the House of Flies) Deftones
U.K.,In The Dead Of Night,36,In The Dead Of Night U.K.
Siena Root,Rasayana,38,Rasayana Siena Root
Nur Yoldas,Sultan-ı Yegah,51,Sultan-ı Yegah Nur Yoldas
Deap Vally,Bring It On,38,Bring It On Deap Vally
David Bowie,Rebel Rebel - 2016 Remaster,75,Rebel Rebel - 2016 Remaster David Bowie
Datcha Mandala,Stick It Out,15,Stick It Out Datcha Mandala
Neon Trees,Used To Like - Acoustic,47,Used To Like - Acoustic Neon Trees
Count Five,Psychotic Reaction,55,Psychotic Reaction Count Five
